Fine Temperature (C) - Plot 0	Photodiode Voltage (V) - Plot 0
48.59	3.861
48.59	3.862
48.59	3.861
48.59	3.862
48.59	3.861
48.59	3.861
48.59	3.861
48.59	3.861
48.59	3.861
48.59	3.861
48.59	3.861
48.58	3.861
48.58	3.861
48.58	3.86
48.58	3.86
48.58	3.861
48.59	3.86
48.58	3.86
48.58	3.86
48.58	3.861
48.58	3.861
48.59	3.861
48.58	3.862
48.58	3.861
48.58	3.862
48.58	3.862
48.58	3.862
48.57	3.861
48.57	3.861
48.57	3.862
48.57	3.861
48.57	3.861
48.57	3.861
48.57	3.861
48.58	3.861
48.57	3.861
48.57	3.861
48.57	3.861
48.57	3.861
48.57	3.861
48.57	3.861
48.57	3.861
48.56	3.861
48.57	3.861
48.56	3.861
48.56	3.861
48.56	3.861
48.56	3.861
48.56	3.861
48.56	3.861
48.56	3.861
48.56	3.861
48.56	3.861
48.56	3.861
48.56	3.861
48.56	3.861
48.56	3.861
48.56	3.861
48.55	3.861
48.56	3.861
48.55	3.862
48.55	3.862
48.55	3.861
48.55	3.862
48.56	3.862
48.56	3.862
48.55	3.862
48.56	3.863
48.55	3.863
48.55	3.862
48.55	3.863
48.55	3.863
48.55	3.863
48.55	3.863
48.55	3.863
48.55	3.862
48.55	3.862
48.55	3.861
48.55	3.861
48.55	3.861
48.55	3.861
48.54	3.86
48.54	3.86
48.54	3.86
48.54	3.86
48.54	3.86
48.54	3.86
48.54	3.861
48.54	3.86
48.54	3.86
48.54	3.861
48.54	3.861
48.54	3.861
48.54	3.861
48.53	3.861
48.54	3.861
48.54	3.861
48.54	3.861
48.54	3.861
48.53	3.861
48.53	3.861
48.53	3.861
48.53	3.861
48.53	3.861
48.53	3.862
48.53	3.862
48.53	3.862
48.53	3.862
48.53	3.862
48.53	3.862
48.53	3.863
48.53	3.863
48.53	3.863
48.52	3.863
48.52	3.863
48.53	3.862
48.53	3.862
48.53	3.862
48.53	3.862
48.53	3.862
48.53	3.862
48.53	3.861
48.53	3.861
48.52	3.861
48.52	3.861
48.52	3.861
48.52	3.861
48.52	3.861
48.52	3.861
48.52	3.861
48.52	3.861
48.52	3.861
48.52	3.861
48.52	3.861
48.52	3.861
48.52	3.861
48.51	3.861
48.51	3.861
48.51	3.861
48.51	3.861
48.51	3.861
48.51	3.862
48.51	3.862
